1,1664968
2,1691047
2,4095634
2,5535664
2,3
2,747213
2,1664968
3,880698
3,1109091
3,1125108
3,1279972
3,1463445
3,1497566
3,1783284
3,3092827
3,1997564
3,3211549
3,2006526
3,3283735
3,2070954
3,3491412
3,3492254
3,3498305
3,3505664
3,4899940
3,3547201
3,4987592
3,3603437
3,4999120
3,3617913
3,5017477
3,5149173
3,5149311
3,5158741
3,9
3,5223097
3,77935
3,5302153
3,79583
3,5474252
3,84707
3,564578
3,594898
3,681805
3,681886
3,835470
3,2250217
3,2268713
3,2276203
3,2374802
3,2571397
3,2640902
3,2647217
3,3793767
3,2732378
3,3907547
3,2821237
3,4021634
3,3088028
3,4025897
3,4086017
3,4183126
3,4184025
3,5535280
3,4189168
3,4192731
3,4395141
4,145
5,729993
5,1097284
5,1204280
5,1204407
5,1255317
5,1670218
5,1720928
5,3797359
5,1850305
5,3849461
5,2269887
5,4033556
5,2333350
5,4173124
5,4189215
5,4207986
5,4669945
5,4817900
5,4901416
5,5010479
5,8
5,57544
5,58089
5,60048
5,65880
5,284186
5,313376
5,564578
5,717529
5,2359764
5,2640693
5,2743982
5,3303009
5,3322952
5,3492254
5,3573013
5,5062062
5,3721693
5,5072938
5,3797343
5,5098953
5,3797349
5,5292042
5,5429924
5,5599862
5,5599863
5,5689049
6,8
7,8
8,1204280
8,1204407
8,1254637
8,1255317
8,1497566
8,1720928
8,1850305
8,4033556
8,2269887
8,4173124
8,2333350
8,4189168
8,2359764
8,4206743
8,4207986
8,4393611
8,4813259
8,4901416
8,5010479
8,5062062
8,5
8,57544
8,58089
8,59375
8,64985
8,313376
8,704624
8,717529
8,729993
8,2496900
8,2640848
8,2743982
8,3303009
8,3322952
8,3492254
8,3573013
8,5072938
8,3797343
8,5098953
8,3797349
8,5292042
8,3797359
8,5429924
8,5599862
8,5599863
9,4189168
9,275656
9,4189215
9,313376
9,4813259
9,1279972
9,1565872
9,1613838
9,1997564
9,2640650
9,3092827
9,3491412
9,3492254
9,3956845
9,3
9,3973207
9,74106
9,4025897
9,75221
10,3
11,5300058
11,3594794
11,497519
11,5575496
11,3967074
11,499246
11,4096317
11,594399
11,801968
11,806840
11,1123171
11,1228259
11,4189168
11,1463265
11,4189215
11,1892998
11,4273212
11,2022036
11,4611415
11,2070954
11,60956
11,4708418
11,2639079
11,313376
11,4813259
11,3492254
11,322893
12,5
13,5534647
14,4116750
15,4095634
16,5534647
17,5703728
18,4207272
19,2402613
20,2402613
22,4095634
23,5688890
24,2583882
24,3072654
24,3492254
24,3498305
24,4096317
24,4189168
24,4638601
24,4751151
24,5242252
24,205444
24,530901
24,1601519
25,5688891
26,5688892
27,5688893
28,5688894
29,5688893
30,5688896
31,267480
32,5688896
33,5688899
34,5688900
35,5688901
36,5688902
37,5688903
38,5688904
39,5688904
40,5688906
41,5108264
42,5688910
43,5688909
44,45
45,4950172
45,3709479
45,1050004
45,5061591
45,3877647
45,1296303
45,5300058
45,4068200
45,1438941
45,5444196
45,1861146
45,2238687
45,2415295
45,2496868
45,4068202
45,2504674
45,5445898
45,4267445
45,2518439
45,5596573
45,4745746
45,2640161
45,4786041
45,2806797
45,77935
45,4884810
45,3270463
45,349575
45,4884863
45,3523345
45,730133
46,5688911
47,5688912
48,5688912
49,5688914
50,5496703
51,5688916
52,5688916
53,1965054
54,5688918
55,5688921
56,5688923
57,5688925
58,5688925
59,4536608
60,4536608
61,4536608
62,4536608
63,65
64,5688927
65,1137604
65,1264295
65,1485934
65,1506476
65,1525691
65,1707455
65,1875197
65,3603437
65,1891648
65,3681859
65,2012305
65,3880666
65,2016813
65,3918951
65,3999143
65,3999230
65,4040762
65,4140473
65,4186673
65,4208272
65,66
65,373621
65,497364
65,660675
65,668841
65,726925
65,801925
65,875721
65,1054785
65,2495798
65,2531695
65,2531937
65,2533922
65,2566623
65,2630316
65,2630470
65,4222476
65,3234828
